個人
"仕訳日記帳"
00000125,"マジック                          "
"自27年 1月 1日","至27年12月31日","月分",
"日付","決修","伝票番号","部門コード","借方コード","借方名称","借方枝番","借方枝番摘要","貸方コード","貸方名称","貸方枝番","貸方枝番摘要","金額","摘要","税区分","対価","仕入区分","売上業種区分","消費税科目","売仕区分","ダミー3"
H27.8.30,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,2154,"イオン東神奈川店　得意先贈答品",11,,,,借,仕,
H27.8.30,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,409,"共　通：ガスト　従業員早朝出勤食事代",11,,,,借,仕,
H27.8.31,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,266,"原　悦子　電車代：横浜",11,,,,借,仕,
H27.8.31,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,302,"原　悦子　電車代：東神奈川〜新城",11,,,,借,仕,
H27.8.31,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,720,"事業用：横浜西神奈川〒　レターパック代",11,,,,借,仕,
H27.8.31,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,302,"事業用：イオン東神奈川店　従業員お茶代",11,,,,借,仕,
H27.8.31,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,101,"事業用：横浜西神奈川〒　葉書交換手数料",11,,,,借,仕,
H27.8.31,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,414,"イオン東神奈川店　ガムテープ代",11,,,,借,仕,
H27.8.31,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,5000,"ＪＲ東日本　スイカチャージ代",11,,,,借,仕,
H27.8.31,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,4502,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.8.31,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,648,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.8.3,0,,"",314,"未　　払　　金",8,"トヨタ　アクア",121,"横浜　普通預金",,,44000,"トヨタ　アクア",,,,,,,
H27.8.3,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,9000,"現金引き出し",,,,,,,
H27.8.3,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.8.3,0,,"",121,"横浜　普通預金",,,166,"売　　掛　　金",,,566556,"リフォームＳ㈱",,,,,,,
H27.8.19,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,450000,"現金引き出し",,,,,,,
H27.8.19,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.8.22,0,,"",121,"横浜　普通預金",,,196,"店　主　勘　定",,,7,"普通預金利息",,,,,,,
H27.8.26,0,,"",732,"保　　険　　料",,,121,"横浜　普通預金",,,2660,"ニッセイ同和損保　自動車保険",2,,,,借,仕,
H27.8.28,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,21600,"８月分さくら中央税理士法人",11,,,,借,仕,
H27.8.28,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,45000,"現金引き出し",,,,,,,
H27.8.28,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.7.31,0,,"",723,"通　　信　　費",3,"ドコモ　携帯電話代",196,"店　主　勘　定",,,25171,"共　通：７月分　ドコモ　携帯電話代",11,,,,借,仕,
H27.8.5,0,,"",723,"通　　信　　費",2,"共　通：",196,"店　主　勘　定",,,1912,"共　通：７月分　ＮＴＴ　自宅電話代",11,,,,借,仕,
H27.8.7,0,,"",831,"賃　　借　　料",2,"共　通：",196,"店　主　勘　定",,,19700,"共　通：８月分自宅家賃",2,,,,借,仕,
H27.8.28,0,,"",724,"水　道　光熱費",2,"共　通：",196,"店　主　勘　定",,,6926,"共　通：８月分　東京電力　自宅電気代",11,,,,借,仕,
H27.8.31,0,,"",723,"通　　信　　費",3,"ドコモ　携帯電話代",196,"店　主　勘　定",,,25155,"共　通：８月分　ドコモ　携帯電話代",11,,,,借,仕,
H27.7.31,0,,"",196,"店　主　勘　定",,,723,"通　　信　　費",3,"ドコモ　携帯電話代",2517,"共　通：７月分ドコモ　携帯電話代　１０％経費不算入",11,,,,貸,仕,
H27.8.31,0,,"",196,"店　主　勘　定",,,723,"通　　信　　費",2,"共　通：",574,"共　通：７月分ＮＴＴ　自宅電話代　３０％経費不算入",11,,,,貸,仕,
H27.8.31,0,,"",196,"店　主　勘　定",,,831,"賃　　借　　料",2,"共　通：",17730,"共　通：８月分自宅家賃９０％経費不算入",2,,,,貸,仕,
H27.8.31,0,,"",196,"店　主　勘　定",,,724,"水　道　光熱費",2,"共　通：",5887,"共　通：８月分東京電力　自宅電気代　８５％経費不算入",11,,,,貸,仕,
H27.8.31,0,,"",196,"店　主　勘　定",,,723,"通　　信　　費",3,"ドコモ　携帯電話代",2516,"共　通：８月分　ドコモ　携帯電話代　１０％経費不算入",11,,,,貸,仕,
H27.8.27,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,6480,"事業用：カゴメ健康直送便　従業員ジュース代",11,,,,借,仕,
H27.8.31,0,,"",196,"店　主　勘　定",,,716,"福　利　厚生費",2,"共　通：",1085,"共　通：食事代３０％自己否認",11,,,,貸,仕,
H27.8.31,0,,"",734,"減　価　償却費",,,223,"減価償却累計額",,,27842,"減価償却仮計上",4,,,,借貸,仕,
H27.8.31,0,,"",721,"旅　費　交通費",,,196,"店　主　勘　定",,,15490,"７／１〜７／３１　通勤高速代",11,,,,借,仕,
H27.8.31,0,,"",743,"専従者　給　与",1,"原昭夫",101,"現　　　　　金",,,80000,"８月分原昭夫",2,,,,借,仕,
H27.8.31,0,,"",720,"雑　　　　　給",111,"鈴木未央",999,"諸　　　　　口",,,78300,"８月分鈴木未央",4,,,,借,仕,
H27.8.31,0,,"",721,"旅　費　交通費",,,999,"諸　　　　　口",,,2040,"８月分鈴木美央・通勤費",11,,,,借,仕,
H27.8.31,0,,"",999,"諸　　　　　口",,,101,"現　　　　　金",,,80340,"８月分鈴木未央",,,,,,,
H27.8.31,0,,"",720,"雑　　　　　給",108,"利根川清子",999,"諸　　　　　口",,,4800,"８月分利根川清子",4,,,,借,仕,
H27.8.31,0,,"",721,"旅　費　交通費",,,999,"諸　　　　　口",,,1000,"８月分利根川清子・通勤費",11,,,,借,仕,
H27.8.31,0,,"",999,"諸　　　　　口",,,316,"預　　り　　金",1,"・給与源泉所得税",147,"８月分利根川清子・給与源泉所得税",,,,,,,
H27.8.31,0,,"",999,"諸　　　　　口",,,101,"現　　　　　金",,,5653,"８月分利根川清子",,,,,,,
H27.8.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",1,"　店加工売上",426547,"８月分リフォームＳ㈱　店加工売上",11,,,,貸,売,
H27.8.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",2,"　オーダー売上",14040,"８月分リフォームＳ㈱　オーダー売上",11,,,,貸,売,
H27.8.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",7,"　服飾（店手配）売上",3024,"８月分リフォームＳ㈱　服飾（店手配）売上",11,,,,貸,売,
H27.8.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",9,"　付属品売上",14961,"８月分リフォームＳ㈱　　付属品売上",11,,,,貸,売,
H27.8.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",13,"　店売商品加工売上",224208,"８月分リフォームＳ㈱　店売商品加工売上",11,,,,貸,売,
H27.8.31,0,,"",532,"外　　注　　費",1,"　店加工売上",999,"諸　　　　　口",,,174881,"８月分リフォームＳ㈱　店加工売上",11,,,,借,仕,
H27.8.31,0,,"",532,"外　　注　　費",2,"　オーダー売上",999,"諸　　　　　口",,,3510,"８月分リフォームＳ㈱　オーダー売上",11,,,,借,仕,
H27.8.31,0,,"",532,"外　　注　　費",7,"　服飾（店手配）売上",999,"諸　　　　　口",,,604,"８月分リフォームＳ㈱　服飾（店手配）売上",11,,,,借,仕,
H27.8.31,0,,"",532,"外　　注　　費",9,"　付属品売上",999,"諸　　　　　口",,,2992,"８月分リフォームＳ㈱　付属品売上",11,,,,借,仕,
H27.8.31,0,,"",532,"外　　注　　費",13,"　店売商品加工売上",999,"諸　　　　　口",,,56052,"８月分リフォームＳ㈱　店売商品加工売上",11,,,,借,仕,
H27.8.31,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1270,"８月分リフォームＳ㈱　共済保険料",2,,,,借,仕,
H27.8.31,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1500,"８月分リフォームＳ㈱　損害保険料",2,,,,借,仕,
H27.8.31,0,,"",727,"販　売　促進費",,,999,"諸　　　　　口",,,12960,"８月分リフォームＳ㈱　定額負担金",11,,,,借,仕,
H27.8.31,0,,"",724,"水　道　光熱費",1,"事業用：",999,"諸　　　　　口",,,13616,"事業用：８月分リフォームＳ㈱　店電気代",11,,,,借,仕,
H27.8.31,0,,"",831,"賃　　借　　料",1,"事業用：",999,"諸　　　　　口",,,7020,"事業用：８月分リフォームＳ㈱　店舗レジ使用料",11,,,,借,仕,
H27.8.31,0,,"",723,"通　　信　　費",1,"事業用：",999,"諸　　　　　口",,,3307,"事業用：８月分リフォームＳ㈱　店電話代",11,,,,借,仕,
H27.8.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",65,"８月分ベネフィット１０％割引負担",11,,,,貸,売,
H27.8.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",1199,"８月分ＱＶＣ・ＨＰクーポン",11,,,,貸,売,
H27.8.31,0,,"",166,"売　　掛　　金",,,999,"諸　　　　　口",,,406332,"８月分リフォームＳ㈱",,,,,,,
H27.8.1,0,,"",729,"地　代　家　賃",3,"駐車場：大久保駐車場",314,"未　　払　　金",7,"駐車場：大久保駐車場",25000,"８月分駐車場：大久保駐車場",11,,,,借,仕,
H27.8.1,0,,"",729,"地　代　家　賃",2,"駐車場：宮田千鶴子",314,"未　　払　　金",6,"駐車場：宮田千鶴子",16000,"８月分駐車場：宮田千鶴子",11,,,,借,仕,
H27.8.31,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,166085,"原　悦子",,,,,,,
H27.9.2,0,,"",314,"未　　払　　金",8,"トヨタ　アクア",121,"横浜　普通預金",,,44000,"トヨタ　アクア",,,,,,,
H27.9.2,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,3000,"現金引き出し",,,,,,,
H27.9.2,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.9.7,0,,"",831,"賃　　借　　料",2,"共　通：",196,"店　主　勘　定",,,19700,"共　通：９月分自宅家賃",2,,,,借,仕,
H27.9.7,0,,"",723,"通　　信　　費",2,"共　通：",196,"店　主　勘　定",,,2399,"共　通：８月分　ＮＴＴ　自宅電話代",11,,,,借,仕,
H27.9.30,0,,"",196,"店　主　勘　定",,,831,"賃　　借　　料",2,"共　通：",17730,"共　通：９月分自宅家賃９０％経費不算入",2,,,,貸,仕,
H27.9.30,0,,"",196,"店　主　勘　定",,,723,"通　　信　　費",2,"共　通：",720,"共　通：８月分ＮＴＴ　自宅電話代　３０％経費不算入",11,,,,貸,仕,
H27.9.1,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,108,"１００円ＳＨＯＰトップ　店用消耗品代",11,,,,借,仕,
H27.9.1,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.9.1,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,4540,"西小野和美　洋服修理代",11,,,,借,仕,
H27.9.2,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"八重洲タクシー　タクシー代",11,,,,借,仕,
H27.9.2,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,800,"有隣堂　雑誌代",11,,,,借,仕,
H27.9.3,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,1620,"イオン東神奈川店　アイロン台敷物代",11,,,,借,仕,
H27.9.3,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,216,"事業用：サンマルクカフェ　従業員お茶代",11,,,,借,仕,
H27.9.4,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,367,"共　通：サンマルクカフェ　従業員早朝出勤食事代",11,,,,借,仕,
H27.9.5,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,2005,"ユザワヤ　ファスナー仕入他",11,,,,借,仕,
H27.9.5,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,620,"共　通：和蘭豆　従業員早朝出勤食事代",11,,,,借,仕,
H27.9.6,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"７／６砂川タクシー　タクシー代",11,,,,借,仕,
H27.9.6,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,345,"共　通：サンマルクカフェ　従業員早朝出勤食事代",11,,,,借,仕,
H27.9.7,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,21384,"イオン東神奈川店　店内掃除機代",11,,,,借,仕,
H27.9.7,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,680,"共　通：和蘭豆　従業員早朝出勤食事代",11,,,,借,仕,
H27.9.8,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,4950,"西小野和美　洋服修理代",11,,,,借,仕,
H27.9.9,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,243,"パステル　ペンケース代",11,,,,借,仕,
H27.9.9,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.9.9,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,270,"福家書店　書籍代",11,,,,借,仕,
H27.9.11,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,3000,"ＪＲ東日本　スイカチャージ代",11,,,,借,仕,
H27.9.17,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,300,"福家書店　書籍代",11,,,,借,仕,
H27.9.18,0,,"",314,"未　　払　　金",7,"駐車場：大久保駐車場",101,"現　　　　　金",,,25000,"９月分駐車場：大久保駐車場",,,,,,,
H27.9.18,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,3788,"ＩＤＥＭＩＴＳＵ　ガソリン代",11,,,,借,仕,
H27.9.19,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：シァルプラット　従業員早朝出勤食事代",11,,,,借,仕,
H27.9.19,0,,"",189,"社　会　保険料",1,"国民健康保険料",101,"現　　　　　金",,,33800,"国民健康保険料",,,,,,,
H27.9.20,0,,"",718,"運　　　　　賃",,,101,"現　　　　　金",,,3174,"ヤマト運輸㈱　商品送付代",11,,,,借,仕,
H27.9.21,0,,"",314,"未　　払　　金",6,"駐車場：宮田千鶴子",101,"現　　　　　金",,,16000,"９月分駐車場：宮田千鶴子",,,,,,,
H27.9.21,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,334,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.9.23,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,270,"福家書店　書籍代",11,,,,借,仕,
H27.9.23,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,216,"１００円ＳＨＯＰトップ　紙コップ代",11,,,,借,仕,
H27.9.24,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：サンマルクカフェ　従業員早朝出勤食事代",11,,,,借,仕,
H27.9.24,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,3240,"高島屋横浜店　得意先お菓子代",11,,,,借,仕,
H27.9.24,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,2894,"事業用：　従業員残業食事代",11,,,,借,仕,
H27.9.25,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,90,"イオン東神奈川店　ファスナー仕入",11,,,,借,仕,
H27.9.25,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,6800,"事業用：せんのき　従業員食事代",11,,,,借,仕,
H27.9.25,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,334,"共　通：サンマルクカフェ　従業員早朝出勤食事代",11,,,,借,仕,
H27.9.26,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：シァルプラット　従業員早朝出勤食事代",11,,,,借,仕,
H27.9.28,0,,"",189,"社　会　保険料",1,"国民健康保険料",101,"現　　　　　金",,,33800,"国民健康保険料",,,,,,,
H27.9.28,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,334,"共　通：サンマルクカフェ　従業員早朝出勤食事代",11,,,,借,仕,
H27.9.28,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,5000,"ＪＲ東日本　スイカチャージ代",11,,,,借,仕,
H27.9.28,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,216,"事業用：サンマルクカフェ　従業員お茶代",11,,,,借,仕,
